id;class;avg;sentence;particle;verb;unigrams;all;nounsabs;subjabs;objabs;subjcase;objcase;objanimacy;subjanimacy;casegovernment;advfreq;vfreq;pvfreq
1660;non-literal;5;'mees ja etv olema tegema ise ülesanne veel ekstra raske jutt olema üles seadma abstraktne';üles;seadma;non-literal;3.05;5.18;0;3.29;nosubj;nom;no;0;0;70433;35629;2808
1661;non-literal;3.33;'seadma üles näitus ülikool kohvik';üles;seadma;non-literal;5.51;6.36;0;5.64;nosubj;part;no;0;0;70433;35629;2808
1662;non-literal;4.33;'kandidaat nobel rahupreemia saama üles seadma näiteks professor valitsus ja parlament liige ja nobel rahupreemia laureaat';üles;seadma;non-literal;4.44;5.29;5.41;5.77;nom;part;yes;yes;0;70433;35629;2808
1663;non-literal;3.33;'inglise helilooja videokunstnik ja muusikaprodutsent brian eno uus videoinstallatsioon seadma üles stedelijk muuseum';üles;seadma;non-literal;5.33;6.25;0;6.56;nosubj;nom;no;0;0;70433;35629;2808
1664;non-literal;4.33;'ametlikult ei olema siiski üks presidendikandidaat üles seadma';üles;seadma;non-literal;3.08;6.78;0;6.78;nosubj;part;yes;0;0;70433;35629;2808
1665;non-literal;3.33;'lõks seadma üles';üles;seadma;non-literal;5.1;6.79;0;6.79;nosubj;nom;no;0;0;70433;35629;2808
1666;non-literal;4.33;'isamaaliit ja mõõdukas leppima kokku et kui esimene voor esitama ühiselt andres tarand siis teine voor seadma üles peeter tulviste';üles;seadma;non-literal;3.44;4.95;0;5.8;nosubj;nom;yes;0;0;70433;35629;2808
1667;non-literal;4.33;'esmajärjekord olema kava internet üles seadma sisukord ja number kokkuvõte';üles;seadma;non-literal;4.19;5.78;0;5.22;nosubj;nom;no;0;0;70433;35629;2808
1668;literal;2;'ära arvama et sina olema parem kui mina või see inimene kes sina koos üles kasvama';üles;kasvama;literal;3.01;6.18;3.02;0;nom;noobj;0;yes;0;70433;67853;1864
1669;literal;2;'lastekodu üles kasvama tallinn noor saama nüüd enne päris oma kodu loomine aasta aeg iseseisev elu harjutama paljassaare sotsiaalmaja';üles;kasvama;literal;3.62;5.05;0;0;nosubj;noobj;0;0;0;70433;67853;1864
1670;literal;2;'tüdruk kasvama üles california osariik';üles;kasvama;literal;5.78;6.7;7.36;0;nom;noobj;0;yes;0;70433;67853;1864
1671;literal;2;'louis kasvama üles teadmine et tema olema kuningas ja vastutav oma kuningriik eest';üles;kasvama;literal;3.05;4.83;5.32;0;nom;noobj;0;yes;0;70433;67853;1864
1672;literal;2;'vetemaa olema omaenese sõnutsi kasvama üles arbuja najal';üles;kasvama;literal;2.96;4.72;7.54;0;nom;noobj;0;yes;0;70433;67853;1864
1673;literal;2;'mina olema üles kasvama noor kes olema ainult kolm-neli-viis klass haridus';üles;kasvama;literal;3.2;4.62;4.28;0;nom;noobj;0;yes;0;70433;67853;1864
1674;literal;2;'tom ja jerry ning ootama sa vaim olema üles kasvama terve põlvkond praegusaeg tegija';üles;kasvama;literal;2.94;3.59;4.37;0;nom;noobj;0;yes;0;70433;67853;1864
1675;literal;2;'kaja tael olema kopli maleva tänav üles kasvama ja sinna pidama jääma';üles;kasvama;literal;4.31;6.62;5.5;0;nom;noobj;0;yes;0;70433;67853;1864
1676;literal;2;'maapoiss käru küla üles kasvama ervin õunapuu pidama ise nüüd linnainimene';üles;kasvama;non-literal;4.64;6.44;7;0;nom;noobj;0;yes;0;70433;67853;1864
1677;literal;2;'egiptus kasvama arafat üles võõras naabrilaps teadma tema päritolu';üles;kasvama;literal;4.1;5.33;5.68;0;nom;noobj;0;yes;0;70433;67853;1864
1678;literal;2;'algus eitama kohtla-järve pärit janek ja narva üles kasvama robert ning gennadi süü';üles;kasvama;literal;3.57;4.48;0;0;nosubj;noobj;0;0;0;70433;67853;1864
1679;literal;2;'see uus tarbija olema üles kasvama koos arvutihiir ja joystick mis tema ise muutma reaalsus';üles;kasvama;non-literal;3.52;5.75;5.33;0;nom;noobj;0;yes;0;70433;67853;1864
1680;literal;2;'türgi üles kasvama grosvenor olema väga spetsiifiline ja rahvusvaheline nägemus ajakiri';üles;kasvama;literal;3.44;5.18;0;0;nosubj;noobj;0;0;0;70433;67853;1864
1681;non-literal;5;'et ei pidama kõik oma film nimi üles lugema ütlema et neli';üles;lugema;non-literal;3.6;6.22;1.91;5.22;nom;part;no;yes;0;70433;71800;1228
1682;non-literal;5;'direktor lugema sõrm üles mõni spordiväline üritus mis velodroom tänavu kava';üles;lugema;non-literal;4.47;5.98;7.04;3.42;nom;nom;no;yes;0;70433;71800;1228
1683;non-literal;5;'liiklusteade lugema küll üles kõik intsident sattuma auto firmamark kuid see austamine põhjus teadma ainult teade koostaja';üles;lugema;non-literal;3.25;4.31;0;0;nosubj;nom;no;0;0;70433;71800;1228
1684;non-literal;5;'eesti võima tipptase sisseostja üks käsi sõrm üles lugema';üles;lugema;non-literal;5.06;5.41;0;7.03;nosubj;part;yes;0;0;70433;71800;1228
1685;non-literal;5;'see sõna omandama kogu lugu mina silm samavõrd progressiivne intrigeeriv impulss nagu see üles lugema rahulolematu fraas eesti riik ja rahvas aadress';üles;lugema;non-literal;3.29;4.53;0;0;nosubj;noobj;0;0;0;70433;71800;1228
1686;non-literal;4.67;'veel üks sarnasus ojakäär raamat olema see et lugema üles mirabilia ilmuma ddr poola ja muu idablokk riik autor';üles;lugema;non-literal;4.14;5.18;0;7.19;nosubj;nom;yes;0;0;70433;71800;1228
1687;non-literal;5;'tema lugema üles olümpiaajalugu mina rääkima muusika';üles;lugema;non-literal;4.97;7.08;3.27;7.27;nom;part;no;yes;0;70433;71800;1228
1688;non-literal;5;'sinisoo lugema üles kümme olulisem objekt mis sihtima usa tuumarakett';üles;lugema;non-literal;4.9;6.2;7.37;6.01;nom;part;no;yes;0;70433;71800;1228
1689;non-literal;5;'brita ema lugema üles ese mis laps kooliminek puhul olema kohustuslik muretsema';üles;lugema;non-literal;4.7;7.35;8.11;7.52;nom;part;no;yes;0;70433;71800;1228
1690;non-literal;5;'varsti võima tema pea üles lugema peaaegu terve maailm edetabel';üles;lugema;non-literal;4.19;6.88;3.27;5.04;nom;gen;no;yes;0;70433;71800;1228
1691;non-literal;5;'see ei jaksama siinkohal üles lugema loogiline võtma tulema mina pool palk rootsi';üles;lugema;non-literal;3.48;4.55;0;2.13;nosubj;part;no;0;0;70433;71800;1228
1692;non-literal;5;'lugema üles kõik viimane aasta õnnetus ja teatama et uurima ka see';üles;lugema;non-literal;2.83;2.9;3.27;2.24;nom;nom;no;yes;0;70433;71800;1228
1693;literal;2;'seal kus number viis buss keerama üles pirita-kose';üles;keerama;non-literal;4.93;7.97;8.73;0;nom;noobj;0;no;all;70433;13459;264
1694;literal;1.33;'tema olema põrand linoleum ja keerama see äär üles aga ikka ei aitama';üles;keerama;non-literal;3.45;6.37;3.27;2.59;nom;nom;no;yes;0;70433;13459;264
1695;literal;1.33;'keerama suur rõõm käis juba uks taga üles';üles;keerama;non-literal;4.62;5.91;1.91;7.98;nom;nom;no;yes;0;70433;13459;264
1696;non-literal;5;'mäng olema see võit või kaotus keerama mina nii üles';üles;keerama;non-literal;3.15;2.72;3.8;1.91;nom;part;yes;no;0;70433;13459;264
1697;non-literal;3.67;'vana kell pidama kaks kord nädal üles keerama';üles;keerama;non-literal;4.61;4.9;1.91;7.7;nom;part;no;yes;0;70433;13459;264
1698;non-literal;5;'gretchen keerama mack richards vastu üles';üles;keerama;non-literal;4.86;5.54;5.21;5.29;nom;gen;yes;yes;0;70433;13459;264
1699;non-literal;3.67;'mati unistama isegi taskuarvuti mis olema võimalik nagu kell üles keerama';üles;keerama;non-literal;3.33;7;0;1.14;nosubj;part;no;0;0;70433;13459;264
1701;non-literal;5;'lord henry olema ka vaene basil üles keerama too ei looma enam ilu vaid tegelema video';üles;keerama;non-literal;3.46;4.79;5.96;3.99;nom;gen;yes;yes;0;70433;13459;264
1703;non-literal;4;'akadeemik kapitsa olema leidma et kuigi inimkond kasvukõver kasvama tõusma tema ikka kaldu kuid tema võima ka äkki täiesti üles keerama ja siis olema kriis küll käsi';üles;keerama;non-literal;2.64;4.22;3.27;0;nom;noobj;0;no;0;70433;13459;264
1707;non-literal;4.33;'asi keerama ise üles';üles;keerama;non-literal;3.14;3.59;3.59;1.58;nom;part;no;no;0;70433;13459;264
1708;non-literal;5;'nüüd olema pinge pilv piir jälle viimseni üles keerama';üles;keerama;non-literal;4.07;3.99;0;1.63;nosubj;nom;no;0;0;70433;13459;264
1709;non-literal;5;'turniiripartii lõppema harilikult kell kümme siis olema nii üles keerama et järgnev tund ei tulema magamine miski välja';üles;keerama;non-literal;3.2;6.03;0;3.02;nosubj;nom;yes;0;0;70433;13459;264
1740;non-literal;4.67;'mauresmo hakkama üles soojenema alles matš lõppema';üles;soojenema;non-literal;3.75;5.22;4.95;0;nom;noobj;0;yes;0;70433;843;51
1741;non-literal;4.67;'sellal kui tema piki bassein edasi jõnkslema soojenema publik tema raske olukord tunnetama üles';üles;soojenema;non-literal;3.57;5.75;7.11;0;nom;noobj;0;yes;0;70433;843;51
1742;literal;2;'tarbija suhtes olema väga oluline et lihatoode ei soojenema tootja kaupmees ja kaupmees ostja müüma üles';üles;soojenema;non-literal;3.82;6.14;7;0;nom;noobj;0;no;0;70433;843;51
1743;non-literal;4.67;'nüüd olema sõprussuhe üles soojenema';üles;soojenema;non-literal;3;2.01;2.01;0;nom;noobj;0;no;0;70433;843;51
1744;literal;2;'lusikas nr 1 olema üks minut ja 20 sekund pärast üles soojenema';üles;soojenema;non-literal;4.25;5.17;8.26;0;nom;noobj;0;no;0;70433;843;51
1745;literal;2;'lumi visatud ahven külmuma kiiresti kuid visa hing elukas hakkama üles soojenema kohe liigutama';üles;soojenema;non-literal;4.29;6.35;7.74;0;nom;noobj;0;yes;0;70433;843;51
1746;non-literal;4.33;'nägu olema sina ise üles kloppima laskma';üles;kloppima;non-literal;4.24;8.13;0;8.13;nosubj;part;no;0;0;70433;672;50
1747;non-literal;4.33;'kirjamees kivirähk olema õnnis ärkamisaeg kolm suurkuju üles kloppima';üles;kloppima;non-literal;4.41;4.55;5.53;3.47;nom;gen;yes;yes;0;70433;672;50
1748;non-literal;5;'eks mina hommik olema kõik vähe loppis aga õhtu kloppima ise üles';üles;kloppima;non-literal;3.19;5.17;1.91;1.58;nom;part;yes;yes;0;70433;672;50
1749;non-literal;4;'estonia teema olema üles kloppima tohutu vaht ning ootus olema metsik';üles;kloppima;non-literal;3.51;4.35;0;6.65;nosubj;nom;no;0;0;70433;672;50
1750;non-literal;5;'kasejäänus koristama tee äärest auto kloppima üles naabrimees käima mõni aeg kark';üles;kloppima;non-literal;5.78;7.14;0;9.8;nosubj;nom;no;0;0;70433;672;50
1751;non-literal;5;'tehnokraatiline muinasjutt kui väike ja lokaalne kultuur vastandatud aastatuhandevahetus üles kloppima globaalne infoühiskond retoorika';üles;kloppima;non-literal;2.83;2.38;0;0;nosubj;noobj;0;0;0;70433;672;50
1752;non-literal;4;'eesti telefon ümber olema küll juba piisavalt vaht üles kloppima kuid ega see asi veel jääma';üles;kloppima;non-literal;2.88;5.27;0;6.65;nosubj;part;no;0;0;70433;672;50
1753;non-literal;5;'mingi kunstlikult üles kloppima diskostaar igatahes mitte';üles;kloppima;non-literal;3.63;6.07;0;0;nosubj;noobj;0;0;0;70433;672;50
1754;non-literal;5;'kui vaatama asi see kant pealt kuidas meedia see näiteks eesti üles kloppima siis olema tegemine pigem sündmus';üles;kloppima;non-literal;2.88;3.48;4.41;2.13;nom;part;no;no;0;70433;672;50
1755;non-literal;5;'kui ikka öösel üles peksma ja politsei ajama ja siis sina pidama seal veel sõitma see olema iga juht väga jõhker meetod';üles;peksma;non-literal;3.03;5.26;0;0;nosubj;noobj;0;0;0;70433;9117;34
1756;non-literal;3.33;'ööklubi peksma isane üksteise nägu üles';üles;peksma;non-literal;6.41;8.23;8.1;8.13;nom;part;no;yes;0;70433;9117;34
1757;non-literal;3.33;'suur laine peksma liiv üles';üles;peksma;non-literal;6.21;8.05;7.55;8.55;nom;part;no;no;0;70433;9117;34
1758;non-literal;3.33;'mina võima kujutlema 2pac sõitma mersu või trell taga või raha tegema ja idarannik poppar üles peksma';üles;peksma;non-literal;5.06;6.8;4.74;5.55;nom;part;yes;yes;0;70433;9117;34
1759;literal;2;'nägema kuidas mina king teekamar õrn tolmusäbru üles peksma';üles;peksma;non-literal;3.85;8.42;8.42;0;nom;part;no;no;0;70433;9117;34
1760;non-literal;4;'mina olema nagu laevapõhi liimitud lestakala ja magama hooti üles ehmatama';üles;ehmatama;non-literal;4.14;7.8;1.91;0;nom;noobj;0;yes;0;70433;3091;28
1761;non-literal;4;'kell 325 paiku kostma lasnamäe plahvatus meenutav pauk mis teiter sõna palju inimene üles ehmatama';üles;ehmatama;non-literal;4.94;6.18;1.14;6.18;nom;nom;yes;no;0;70433;3091;28
1762;non-literal;4;'issand jumal mis tema nüüd patrama ehmatama lily oma mõtisklus üles';üles;ehmatama;non-literal;2.87;3.02;7.37;0;nom;noobj;0;yes;0;70433;3091;28
1763;non-literal;4.67;'oma hind saama üles lööma ainult nimekas arst';üles;lööma;non-literal;4.07;6.73;7.58;5.89;nom;gen;no;yes;0;70433;57158;508
1764;non-literal;5;'väike kogus lööma turg üles';üles;lööma;non-literal;5.23;5.16;0;6.26;nosubj;nom;no;0;0;70433;57158;508
1765;non-literal;5;'merit olema lahke ämm kes vahel tema raha andma et naine ise moodne üles lööma saama';üles;lööma;non-literal;3.64;7.28;7.5;1.58;nom;part;yes;yes;0;70433;57158;508
1766;non-literal;4;'mõte töötama emotsioon võima pulss üles lööma';üles;lööma;non-literal;3.94;3.24;1.32;7.12;nom;gen;no;no;0;70433;57158;508
1767;literal;0;'mõnikord lööma oma jalg kõrgele üles nii et pea painduma tagasi ja lõug sihtima taevas';üles;lööma;literal;4.2;6.55;3.27;8.73;nom;part;no;yes;0;70433;57158;508
1769;non-literal;4.33;'kui lava tulev muusika või see kuulama inimene ei meeldima ei tasuma tema seepärast kohe nägu üles lööma';üles;lööma;non-literal;3.73;7.4;0;8.13;nosubj;part;no;0;0;70433;57158;508
1770;literal;1.33;'paistetus lööma üles selgus et vesi olema põlv';üles;lööma;non-literal;5.14;7.95;6.89;0;nom;noobj;0;no;0;70433;57158;508
1771;literal;1.33;'tema sõna puhkuma eile pärastlõuna edel ja lõunatuul kiirus 18 m/s mis lööma lahe põhjakallas üles ohtlik laine';üles;lööma;non-literal;4.46;5.37;1.14;6.71;nom;nom;no;no;0;70433;57158;508
1772;non-literal;3.67;'tema tõusma püsti ja üritama ära jooksma kuid mõni samm pärast mõtlema ümber ja jooksma tagasi';ümber;mõtlema;non-literal;2.99;5.59;3.27;0;nom;noobj;0;yes;0;28792;112229;693
1773;non-literal;3.67;'erki nool mõtlema minu teadma hiljuti ümber kuigi plaan algul tõkkesprint proovima';ümber;mõtlema;non-literal;2.94;6.07;7.06;0;nom;noobj;0;yes;0;28792;112229;693
1774;non-literal;3.67;'ilmselt mõtlema ümber majanduslik kaalutlus';ümber;mõtlema;non-literal;1.42;1.6;0;0;nosubj;noobj;0;0;0;28792;112229;693
1775;non-literal;3.67;'kui mina olema see oht kohta ettekanne kirjutama oleks pank võibolla ümber mõtlema';ümber;mõtlema;non-literal;2.22;3.86;6.52;0;nom;noobj;0;yes;0;28792;112229;693
1776;non-literal;3.67;'küllap nüüd mõtlema ümber nii mõni klient kes ajakirjandus suur paisutama skandaal mõju oma tellimus tühistama';ümber;mõtlema;non-literal;2.37;4.02;6.67;0;nom;noobj;0;yes;0;28792;112229;693
1777;non-literal;3.67;'teine õhtu mõtlema ümber';ümber;mõtlema;non-literal;3.29;5.01;1.91;0;nom;noobj;0;yes;0;28792;112229;693
1778;non-literal;3.33;'vastik mälestus mõtlema ümber edgarpoelik morbiidne dekadentlik';ümber;mõtlema;non-literal;1.78;1.88;1.91;0;nom;noobj;0;yes;0;28792;112229;693
1779;non-literal;3.67;'peaasi et keegi veel ümber ei mõtlema ja korter ise ei tahtma jätma';ümber;mõtlema;non-literal;2.29;4.79;5.03;0;nom;noobj;0;yes;0;28792;112229;693
1780;non-literal;3.67;'see olema oluline nipp sest selline juht ei saama ostja enam järgmine hommik ümber mõtlema';ümber;mõtlema;non-literal;2.34;4.85;5.91;0;nom;noobj;0;yes;0;28792;112229;693
1781;non-literal;4.33;'vaid aasta eest ennustama et ümber asuma plaanima neli protsent firma';ümber;asuma;non-literal;2.95;4.1;5.84;0;nom;noobj;0;no;0;28792;80964;429
1782;non-literal;4.33;'saksamaa ümber asuma inimene vara tagastamine puudutav eelnõu võima valitsusliit püsiv erimeelsus tõttu riigikogu läbi kukkuma';ümber;asuma;non-literal;3.31;4.38;0;0;nosubj;noobj;0;0;all;28792;80964;429
1783;non-literal;4.33;'siis sündima kristen ja linda oks asuma pärnu ümber valka elama';ümber;asuma;non-literal;4.55;7.01;7.81;0;nom;noobj;0;yes;adt;28792;80964;429
1784;non-literal;4.33;'see olema puutuma paik kuhu 1920 aasta asuma ümber kolmkümmend eesti pere';ümber;asuma;non-literal;3.07;7.38;6.31;0;nom;noobj;0;yes;adt;28792;80964;429
1785;non-literal;4.33;'erikokkulepe alus saama ümber asuma mõnikümmend eesti vangla kinniistuv sakslane kurjategija ja vaimuhaige';ümber;asuma;non-literal;3.61;4.33;5.47;0;nom;noobj;0;yes;0;28792;80964;429
1786;non-literal;4.33;'kivisildnik muide leidma et täiesti võimalik olema eestlane kes ei meeldima elu eesti ümber asuma arizona osariik indiaanlane lähedus';ümber;asuma;non-literal;2.91;4.83;0;0;nosubj;noobj;0;0;adt;28792;80964;429
1787;non-literal;4.33;'loomulikult võima ümber asuda usa või saksamaa ent venemaa lahkuma ainult sunniviisiline';ümber;asuma;non-literal;2.86;4.74;1.91;0;nom;noobj;0;yes;ill;28792;80964;429
1788;literal;2;'keegi ei kastreerima aga rõhuasetus paigutama korraks ümber';ümber;paigutama;literal;2.91;1.55;0;1.55;nosubj;nom;no;0;0;28792;13487;396
1789;literal;1.33;'miski mõistlik ei leidma ning hakkama tool laud taga ümber paigutama';ümber;paigutama;literal;3.29;8.8;1.91;8.55;nom;part;no;yes;0;28792;13487;396
1790;literal;2;'ümberkorraldus läbi viima nimetama asutus ümber muutma tema struktuur koondama ja paigutama inimene ümber';ümber;paigutama;literal;2.95;4.91;0;5.59;nosubj;part;yes;0;0;28792;13487;396
1791;literal;1.67;'kui arukas inimene võtma nõu mingi raskus kergitama näiteks tiibklaver ümber paigutama siis tõstma see ühekorraga kuhu vaja';ümber;paigutama;literal;2.66;4.94;0;8.8;nosubj;part;no;0;0;28792;13487;396
1792;literal;2;'siiski tahtma mina praegu kinnitama et kava ja tutvustus ümber paigutama lähtuma mina just nimelt kava kasutaja';ümber;paigutama;non-literal;1.93;3.73;1.91;3.61;nom;part;no;yes;0;28792;13487;396
1793;literal;2;'nüüd teadma et sakslane põhijõud olema ammu ümber paigutama ja võitlus ette kaotus määrama';ümber;paigutama;non-literal;2.23;4.29;0;2.72;nosubj;nom;yes;0;0;28792;13487;396
1794;literal;1.67;'tema paigutama asi ümber';ümber;paigutama;literal;2.65;3.59;3.27;3.59;nom;part;no;yes;0;28792;13487;396
1795;literal;1.67;'uus vajadus tekkima saama sein kerge vaev ümber paigutama';ümber;paigutama;literal;3.36;4.38;0;8.56;nosubj;nom;no;0;0;28792;13487;396
1796;non-literal;3.33;'mööbel kukkuma ümber';ümber;kukkuma;non-literal;5.63;8.09;8.09;0;nom;noobj;0;no;0;28792;34756;266
1797;non-literal;3.33;'neljapäev kukkuma narva karjäär ümber elektripost mis otsa ronima elektrik hukkuma';ümber;kukkuma;non-literal;4.69;5.59;8.33;0;nom;noobj;0;no;0;28792;34756;266
1798;non-literal;3.33;'lisaks võima pistorius tehisjalg ümber kukkuma ning kaasvõistleja vigastama';ümber;kukkuma;non-literal;4.21;5.16;7.19;0;nom;noobj;0;yes;0;28792;34756;266
1799;non-literal;3.33;'mõnikord kukkuma see küll ümber kuid härra ruus ise tegema see väga harva';ümber;kukkuma;non-literal;2.49;5.97;2.13;0;nom;noobj;0;no;0;28792;34756;266
1800;non-literal;3.33;'kõik see lugema praegu läbisegi ja jupikaupa tema olema mina öölauake korratu virn ja virn kukkuma kogu aeg ümber';ümber;kukkuma;non-literal;3.13;6.12;7.44;0;nom;noobj;0;no;0;28792;34756;266
1801;non-literal;3.33;'linlane hinnang olema vaid aeg küsimus millal post koos laps ümber kukkuma';ümber;kukkuma;non-literal;3.87;4.75;7.82;0;nom;noobj;0;no;0;28792;34756;266
1802;non-literal;3.33;'kihutama hakkama ja kukkuma ümber raisk';ümber;kukkuma;non-literal;3.53;2.87;0;0;nosubj;noobj;0;0;0;28792;34756;266
1803;non-literal;3.33;'praegu olema piimapukk ümber kukkuma ja vedelema kraav';ümber;kukkuma;non-literal;4.16;7.26;8.25;0;nom;noobj;0;no;0;28792;34756;266
